pid, x, y, z, vx, vy, vz, mass, rho, pressure, internal energy, sound speed, hsml
0,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
1,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
2,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
3,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, -nan, nan, 0, inf
4,-0.53383576869964599609375, -0.5, -0.5, -7.863452911376953125, 0, 0, 0.010101010091602802276611328125, 1.152893219146408222111524865573948804326094574879135734590818174183369e-25, 6.235771043556334613700861559197944654548730059051564467154094018042088e-26, 1.35220050811767578125, 0.735445559024810791015625, 175228900576695756521472
5,-0.4775834977626800537109375, -0.5, -0.5, -1.215771198272705078125, 0, 0, 0.010101010091602802276611328125, 0.2296305596828460693359375, 0.16300763189792633056640625, 1.7739326953887939453125, 0.84253728389739990234375, 0.087976180016994476318359375
6,-0.4555699527263641357421875, -0.5, -0.5, -0.73378551006317138671875, 0, 0, 0.010101010091602802276611328125, 0.45061099529266357421875, 0.3532578945159912109375, 1.95920276641845703125, 0.88541126251220703125, 0.044832505285739898681640625
7,-0.439298927783966064453125, -0.5, -0.5, -0.4695087373256683349609375, 0, 0, 0.010101010091602802276611328125, 0.684177815914154052734375, 0.58178234100341796875, 2.125257968902587890625, 0.922137677669525146484375, 0.02952744066715240478515625
8,-0.4255125224590301513671875, -0.5, -0.5, -0.310511291027069091796875, 0, 0, 0.010101010091602802276611328125, 0.7710483074188232421875, 0.689425885677337646484375, 2.23491191864013671875, 0.9455902576446533203125, 0.026200719177722930908203125
9,-0.41268169879913330078125, -0.5, -0.5, -0.20821733772754669189453125, 0, 0, 0.010101010091602802276611328125, 0.822499692440032958984375, 0.7610728740692138671875, 2.312973499298095703125, 0.96193397045135498046875, 0.0245617367327213287353515625
10,-0.4009437263011932373046875, -0.5, -0.5, -0.14128915965557098388671875, 0, 0, 0.010101010091602802276611328125, 0.890104830265045166015625, 0.848497092723846435546875, 2.3828830718994140625, 0.97634792327880859375, 0.02269622497260570526123046875
11,-0.38997399806976318359375, -0.5, -0.5, -0.0880905091762542724609375, 0, 0, 0.010101010091602802276611328125, 0.9353420734405517578125, 0.908928811550140380859375, 2.429193019866943359375, 0.985779345035552978515625, 0.0215985365211963653564453125
12,-0.3793092668056488037109375, -0.5, -0.5, -0.0465883314609527587890625, 0, 0, 0.010101010091602802276611328125, 0.963487148284912109375, 0.9467647075653076171875, 2.456459522247314453125, 0.991283953189849853515625, 0.0209676064550876617431640625
13,-0.3688801229000091552734375, -0.5, -0.5, -0.02276842109858989715576171875, 0, 0, 0.010101010091602802276611328125, 0.980537891387939453125, 0.97162973880767822265625, 2.477200031280517578125, 0.9954471588134765625, 0.0206029973924160003662109375
14,-0.358660757541656494140625, -0.5, -0.5, -0.011400203220546245574951171875, 0, 0, 0.010101010091602802276611328125, 0.99176609516143798828125, 0.988056123256683349609375, 2.49060153961181640625, 0.998127877712249755859375, 0.0203697420656681060791015625
15,-0.3485190868377685546875, -0.5, -0.5, -0.0049796192906796932220458984375, 0, 0, 0.010101010091602802276611328125, 0.997452676296234130859375, 0.99597036838531494140625, 2.496259212493896484375, 0.999256670475006103515625, 0.02025361359119415283203125
16,-0.3383928239345550537109375, -0.5, -0.5, -0.00147381494753062725067138671875, 0, 0, 0.010101010091602802276611328125, 0.999228775501251220703125, 0.99855291843414306640625, 2.4982967376708984375, 0.999661743640899658203125, 0.02021761238574981689453125
17,-0.328282892704010009765625, -0.5, -0.5, -0.0003045085468329489231109619140625, 0, 0, 0.010101010091602802276611328125, 0.99967372417449951171875, 0.99942481517791748046875, 2.49937343597412109375, 0.999875485897064208984375, 0.02020861394703388214111328125
18,-0.318181812763214111328125, -0.5, -0.5, -0.0001039083363139070570468902587890625, 0, 0, 0.010101010091602802276611328125, 0.9999263286590576171875, 0.999893844127655029296875, 2.4999179840087890625, 0.999983727931976318359375, 0.020203508436679840087890625
19,-0.30808079242706298828125, -0.5, -0.5, -4.597429142449982464313507080078125e-05, 0, 0, 0.010101010091602802276611328125, 1.0000345706939697265625, 1.0000321865081787109375, 2.499993801116943359375, 0.9999988079071044921875, 0.0202013216912746429443359375
20,-0.2979798018932342529296875, -0.5, -0.5, -1.3785846022074110805988311767578125e-05, 0, 0, 0.010101010091602802276611328125, 1.000026226043701171875, 1.00002610683441162109375, 2.5, 0.999999940395355224609375, 0.02020149119198322296142578125
21,-0.2878787815570831298828125, -0.5, -0.5, 2.9429784262902103364467620849609375e-06, 0, 0, 0.010101010091602802276611328125, 1.0000019073486328125, 1.00000178813934326171875, 2.5, 0.999999940395355224609375, 0.020201981067657470703125
22,-0.27777779102325439453125, -0.5, -0.5, 4.95611720907618291676044464111328125e-06, 0, 0, 0.010101010091602802276611328125, 0.999995708465576171875, 0.999995648860931396484375, 2.5, 0.999999940395355224609375, 0.020202107727527618408203125
23,-0.267676770687103271484375, -0.5, -0.5, 1.0110406947205774486064910888671875e-06, 0, 0, 0.010101010091602802276611328125, 0.9999980926513671875, 0.999998033046722412109375, 2.5, 0.999999940395355224609375, 0.0202020592987537384033203125
24,-0.2575757503509521484375, -0.5, -0.5, -9.3480730356532149016857147216796875e-07, 0, 0, 0.010101010091602802276611328125, 1.0000002384185791015625, 1.00000011920928955078125, 2.5, 0.999999940395355224609375, 0.0202020145952701568603515625
25,-0.2474747598171234130859375, -0.5, -0.5, 4.5330779130381415598094463348388671875e-08, 0, 0, 0.010101010091602802276611328125, 1.000000476837158203125, 1.00000035762786865234375, 2.5, 0.999999940395355224609375, 0.0202020108699798583984375
26,-0.2373737394809722900390625, -0.5, -0.5, 4.165675360212617306387983262538909912109375e-09, 0, 0, 0.010101010091602802276611328125, 0.99999988079071044921875, 0.999999821186065673828125, 2.5, 0.999999940395355224609375, 0.0202020220458507537841796875
